insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-15' , 59,2950,233)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-01' , 37,2950,72)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-17' , 44,1750,161)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-19' , 120,2950,238)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-30' , 49,2950,175)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-06' , 59,2950,59)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-02' , 22,3300,79)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-11' , 119,2950,143)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-23' , 62,2950,118)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-11' , 31,5990,93)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-23' , 86,5990,166)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-15' , 85,1750,6)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-09' , 46,2950,130)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-13' , 107,2950,180)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-20' , 51,2950,212)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-05' , 76,2950,167)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-12' , 46,2950,13)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-16' , 113,2950,94)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-24' , 78,3300,201)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-05' , 15,2950,236)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-01' , 106,5990,54)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-06' , 15,5990,211)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-03' , 77,2950,61)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-29' , 59,2950,53)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-24' , 25,5990,211)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-11' , 61,2950,214)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-09' , 72,5990,29)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-21' , 67,2950,31)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-05' , 119,5990,103)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-03' , 43,2950,53)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-18' , 114,5990,126)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-21' , 91,3300,125)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-01' , 65,5990,6)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-26' , 77,5990,98)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-06' , 79,5990,68)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-22' , 19,2950,104)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-26' , 19,2950,91)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-26' , 124,3300,181)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-08' , 62,2950,6)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-11' , 59,2950,169)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-10' , 107,2950,196)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-04' , 57,2950,86)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-09' , 125,2950,161)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-03' , 14,1750,99)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-28' , 24,2950,2)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-08' , 76,3300,64)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-03' , 112,5990,69)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-18' , 70,2950,166)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-20' , 23,2950,226)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-17' , 103,5990,113)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-26' , 93,5990,40)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-22' , 75,2950,20)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-21' , 24,1750,59)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-06' , 124,2950,17)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-09' , 17,2950,51)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-17' , 126,2950,182)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-16' , 53,2950,170)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-07' , 25,2950,93)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-24' , 28,5990,52)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-24' , 30,2950,184)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-24' , 42,3300,31)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-08' , 33,3300,105)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-06' , 54,2950,3)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-20' , 100,2950,47)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-04' , 126,2950,220)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-20' , 82,5990,205)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-23' , 128,5990,43)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-17' , 61,3300,182)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-30' , 109,2950,98)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-23' , 126,5990,169)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-21' , 17,2950,17)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-16' , 18,2950,62)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-11' , 117,2950,54)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-25' , 82,2950,168)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-12' , 114,2950,58)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-14' , 1,2950,98)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-07' , 9,5990,224)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-03' , 31,2950,37)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-21' , 81,2950,55)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-13' , 81,2950,6)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-11' , 49,3300,12)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-24' , 116,2950,78)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-21' , 55,5990,227)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-04' , 26,5990,129)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-29' , 103,2950,127)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-23' , 87,5990,169)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-12' , 16,2950,203)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-30' , 115,2950,224)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-20' , 112,2950,174)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-27' , 76,3300,85)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-15' , 125,2950,62)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-18' , 83,2950,30)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-22' , 124,1750,117)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-26' , 125,2950,46)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-02' , 76,2950,216)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-17' , 89,1750,141)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-15' , 3,2950,227)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-10' , 85,5990,104)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-12' , 6,2950,168)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-29' , 23,5990,16)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-20' , 99,5990,155)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-16' , 69,3300,233)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-15' , 60,2950,38)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-28' , 17,1750,111)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-16' , 14,2950,15)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-20' , 94,2950,36)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-22' , 69,2950,144)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-08' , 70,2950,172)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-04' , 22,1750,114)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-02' , 112,2950,162)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-07' , 106,1750,103)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-03' , 101,2950,10)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-04' , 75,2950,28)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-07' , 98,2950,1)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-19' , 104,2950,14)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-29' , 16,3300,238)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-23' , 25,1750,71)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-01' , 7,2950,72)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-04' , 64,2950,107)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-29' , 42,2950,191)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-24' , 3,2950,224)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-05' , 82,2950,122)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-30' , 106,2950,119)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-16' , 62,2950,57)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-11' , 87,1750,162)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-16' , 129,2950,173)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-13' , 96,1750,50)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-11' , 47,5990,147)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-20' , 40,5990,114)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-09' , 76,1750,200)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-28' , 35,5990,117)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-22' , 51,2950,184)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-24' , 18,3300,105)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-24' , 93,3300,97)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-24' , 25,2950,163)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-06' , 73,2950,11)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-15' , 80,2950,42)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-26' , 72,2950,201)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-06' , 6,2950,112)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-30' , 93,5990,85)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-09' , 126,2950,55)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-11' , 22,1750,99)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-22' , 102,2950,125)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-09' , 26,5990,136)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-12' , 124,2950,99)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-11' , 29,5990,190)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-03' , 125,2950,218)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-06' , 68,2950,152)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-01' , 33,1750,56)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-04' , 46,2950,18)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-16' , 85,5990,211)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-15' , 50,2950,201)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-09' , 122,2950,52)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-05' , 26,2950,66)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-23' , 62,5990,109)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-29' , 113,2950,91)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-22' , 20,2950,24)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-17' , 36,2950,154)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-24' , 68,2950,213)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-26' , 29,2950,196)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-24' , 112,1750,214)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-06' , 81,2950,30)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-08' , 52,2950,116)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-07' , 89,2950,66)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-03' , 28,2950,28)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-12' , 71,2950,167)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-25' , 99,2950,212)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-18' , 14,2950,200)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-16' , 78,2950,149)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-26' , 60,5990,192)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-02' , 109,3300,90)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-03' , 4,5990,133)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-06' , 72,2950,39)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-13' , 128,5990,208)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-31' , 28,1750,143)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-31' , 15,2950,62)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-16' , 60,2950,102)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-10' , 92,2950,146)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-06' , 107,3300,172)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-21' , 72,5990,93)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-25' , 78,1750,197)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-15' , 117,5990,66)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-06' , 19,5990,174)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-14' , 124,5990,65)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-14' , 127,2950,135)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-21' , 90,2950,139)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-08' , 99,2950,134)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-30' , 36,2950,22)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-14' , 98,1750,80)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-13' , 5,1750,199)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-28' , 28,3300,69)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-26' , 12,2950,118)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-22' , 56,3300,209)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-12' , 124,3300,141)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-10' , 78,5990,178)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-15' , 124,2950,205)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-11' , 36,2950,222)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-01' , 59,2950,69)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-06' , 86,2950,180)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-07' , 20,2950,119)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-29' , 40,2950,149)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-19' , 22,5990,164)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-26' , 97,5990,136)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-17' , 119,2950,141)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-28' , 111,3300,95)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-19' , 22,5990,214)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-31' , 69,3300,115)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-02' , 122,5990,78)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-10' , 4,5990,170)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-18' , 17,3300,43)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-16' , 92,2950,117)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-04' , 90,2950,80)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-19' , 109,2950,165)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-15' , 32,3300,193)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-06' , 35,2950,165)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-03' , 41,5990,213)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-29' , 117,2950,84)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-29' , 109,5990,216)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-24' , 86,2950,151)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-12' , 124,2950,186)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-01' , 99,2950,175)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-01' , 14,5990,185)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-09' , 39,5990,218)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-11' , 15,2950,231)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-02' , 73,2950,49)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-21' , 2,2950,176)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-09' , 115,2950,112)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-11' , 123,5990,56)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-05' , 54,5990,38)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-29' , 17,2950,195)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-24' , 15,2950,199)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-22' , 38,2950,147)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-19' , 15,5990,192)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-10' , 10,2950,114)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-14' , 117,5990,23)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-11' , 9,5990,42)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-20' , 45,2950,186)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-04' , 75,2950,95)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-22' , 34,2950,99)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-18' , 120,2950,192)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-08' , 117,5990,53)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-13' , 24,5990,53)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-10' , 118,2950,175)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-04' , 39,3300,123)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-19' , 102,2950,210)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-03' , 127,5990,83)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-26' , 75,5990,66)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-27' , 66,1750,152)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-12' , 2,2950,82)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-04' , 7,2950,27)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-02' , 38,2950,230)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-16' , 58,3300,30)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-22' , 31,5990,40)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-28' , 67,2950,229)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-23' , 90,2950,49)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-04' , 42,2950,236)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-27' , 10,2950,221)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-31' , 110,5990,41)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-15' , 49,2950,134)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-21' , 52,5990,40)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-06' , 79,5990,6)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-28' , 111,2950,63)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-08' , 25,2950,208)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-10' , 116,2950,12)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-12' , 56,1750,10)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-22' , 16,5990,46)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-24' , 46,5990,151)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-24' , 59,2950,93)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-22' , 8,5990,229)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-03' , 5,2950,25)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-04' , 61,2950,45)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-15' , 78,2950,32)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-16' , 49,5990,235)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-04' , 121,5990,32)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-23' , 14,3300,141)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-28' , 82,2950,48)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-12' , 5,2950,20)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-29' , 17,5990,124)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-31' , 89,2950,128)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-13' , 13,2950,230)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-04' , 48,2950,159)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-15' , 39,2950,209)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-15' , 49,2950,126)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-13' , 47,2950,127)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-10' , 20,1750,173)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-22' , 111,2950,51)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-07' , 44,2950,186)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-05' , 60,2950,165)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-18' , 58,2950,212)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-29' , 109,3300,49)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-28' , 10,3300,138)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-29' , 32,2950,4)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-28' , 90,5990,202)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-24' , 77,2950,66)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-01' , 10,5990,217)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-10' , 105,2950,35)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-06' , 22,2950,183)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-30' , 68,5990,216)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-25' , 99,5990,160)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-12' , 60,2950,58)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-02' , 40,2950,214)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-20' , 61,3300,181)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-09' , 43,5990,50)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-27' , 105,2950,109)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-12' , 12,2950,14)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-16' , 118,3300,86)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-12' , 4,5990,65)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-21' , 5,2950,123)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-02' , 124,2950,198)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-22' , 70,2950,74)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-12' , 116,2950,42)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-05' , 11,5990,2)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-13' , 129,2950,128)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-19' , 54,2950,83)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-21' , 109,1750,206)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-23' , 62,2950,170)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-19' , 75,3300,205)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-29' , 50,5990,129)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-21' , 9,2950,6)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-13' , 115,5990,31)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-24' , 63,2950,43)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-16' , 66,2950,192)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-27' , 107,2950,27)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-09' , 82,3300,66)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-15' , 96,5990,191)
